7.3, 2866, 3, RS, III
468.6, 3398, 4, FS, V
468.6, 3466, 4, IB, V
468.6, 3625, 4, RS, III
468.7, 3416, 4, FS, V
468.8, 3147, 4, RS, VI
468.8, 3171, 4, RS, VI
468.8, 3209, 4, RS, VI
468.8, 3426, 4, FS, V
468.8, 3450, 4, IB, V
468.9, 3193, 4, RS, VI
468.9, 3452, 4, IB, V
469, 3474, 4, IB, V
469, 3738, 4, RS, III
469.1, 3276, 4, RS, VI
469.2, 3357, 4, RS, V
469.2, 3470, 4, IB, V
469.3, 3413, 4, FS, V
469.4, 3350, 4, RS, V
469.5, 2497, 3, RS, VI
469.5, 3404, 4, FS, V
469.6, 3151, 4, RS, VI
469.7, 2389, 3, RS, VI
469.7, 2652, 3, FS, V
469.7, 3374, 4, RS, V
469.7, 3423, 4, FS, V
469.7, 3459, 4, IB, V
469.8, 3061, 4, RS, VI
469.8, 3344, 4, RS, V
469.8, 3412, 4, FS, V
469.9, 3188, 4, RS, VI
469.9, 3449, 4, IB, V
470, 2825, 3, LTS, IV
470, 3086, 4, RS, VI
470, 3375, 4, RS, V
470, 3393, 4, FS, V
470, 3598, 4, RS, III
470, 3682, 4, RS, III
470.1, 3281, 4, FS, VI
470.1, 3369, 4, RS, V
470.1, 3401, 4, FS, V
470.1, 3646, 4, RS, III
470.2, 3309, 4, LTS, VI
470.2, 3406, 4, FS, V
470.2, 3410, 4, FS, V
470.2, 3464, 4, IB, V
470.2, 3614, 4, RS, III
470.2, 3627, 4, RS, III
470.3, 2664, 3, FS, V
470.3, 3392, 4, RS, V
470.3, 3427, 4, FS, V
470.4, 766, 1, RS, VI
470.4, 3395, 4, FS, V
470.5, 3338, 4, RS, V
470.5, 3632, 4, RS, III
470.5, 3684, 4, RS, III
470.6, 3400, 4, FS, V
470.7, 3183, 4, RS, VI
470.7, 3397, 4, FS, V
470.7, 3455, 4, IB, V
470.8, 3468, 4, IB, V
470.9, 3070, 4, RS, VI
470.9, 3726, 4, RS, III
471, 3318, 4, RS, V
471.1, 3329, 4, RS, V
471.2, 2643, 3, FS, V
471.2, 3407, 4, FS, V
471.2, 3414, 4, FS, V
471.3, 3420, 4, FS, V
471.3, 3463, 4, IB, V
471.3, 3728, 4, RS, III
471.4, 3172, 4, RS, VI
471.4, 3409, 4, FS, V
471.4, 3415, 4, FS, V
471.5, 269, 0, LTS, VI
471.5, 3107, 4, RS, VI
471.5, 3205, 4, RS, VI
471.5, 3398, 4, FS, V
471.5, 3422, 4, FS, V
471.5, 3428, 4, FS, V
471.7, 3385, 4, RS, V
471.7, 3458, 4, IB, V
471.7, 3602, 4, RS, III
471.8, 3411, 4, FS, V
471.9, 2656, 3, FS, V
471.9, 3419, 4, FS, V
472, 3417, 4, FS, V
472, 3429, 4, FS, V
472.1, 2653, 3, FS, V
472.1, 3416, 4, FS, V
472.1, 3426, 4, FS, V
472.1, 3636, 4, RS, III
472.2, 3408, 4, FS, V
472.2, 3413, 4, FS, V
472.2, 3454, 4, IB, V
472.2, 3696, 4, RS, III
472.3, 985, 1, RS, VI
472.3, 3452, 4, IB, V
472.4, 3399, 4, FS, V
472.4, 3474, 4, IB, V
472.5, 3236, 4, RS, VI
472.5, 3396, 4, FS, V
472.5, 3404, 4, FS, V
472.6, 3402, 4, FS, V
472.6, 3461, 4, IB, V
472.7, 2640, 3, FS, V
472.7, 2666, 3, FS, V
472.8, 3230, 4, RS, VI
472.9, 3472, 4, IB, V
473, 3401, 4, FS, V
473, 3722, 4, RS, III
473.1, 2648, 3, FS, V
473.1, 3394, 4, FS, V
473.1, 3410, 4, FS, V
473.2, 2664, 3, FS, V
473.2, 3450, 4, IB, V
473.3, 3355, 4, RS, V
473.3, 3395, 4, FS, V
473.4, 1028, 1, LTS, VI
473.4, 2662, 3, FS, V
473.4, 2663, 3, FS, V
473.4, 3325, 4, RS, V
473.4, 3406, 4, FS, V
473.4, 3418, 4, FS, V
473.4, 3462, 4, IB, V
473.5, 3116, 4, RS, VI
473.5, 3393, 4, FS, V
473.6, 3119, 4, RS, VI
473.6, 3319, 4, RS, V
473.6, 3328, 4, RS, V
473.6, 3397, 4, FS, V
473.6, 3470, 4, IB, V
473.7, 3239, 4, RS, VI
473.8, 1545, 2, RS, VI
473.8, 3412, 4, FS, V
473.9, 3423, 4, FS, V
473.9, 3425, 4, FS, V
474, 2652, 3, FS, V
474, 3380, 4, RS, V
474.1, 2643, 3, FS, V
474.1, 2650, 3, FS, V
474.1, 3110, 4, RS, VI
474.1, 3314, 4, LTS, VI
474.1, 3367, 4, RS, V
474.1, 3378, 4, RS, V
474.1, 3414, 4, FS, V
474.2, 2637, 3, FS, V
474.2, 3051, 4, RS, VI
474.2, 3272, 4, RS, VI
474.2, 3459, 4, IB, V
474.3, 3379, 4, RS, V
474.3, 3415, 4, FS, V
474.4, 3398, 4, FS, V
474.4, 3420, 4, FS, V
474.4, 3422, 4, FS, V
474.4, 3428, 4, FS, V
474.5, 3427, 4, FS, V
474.5, 3693, 4, RS, III
474.6, 2657, 3, FS, V
474.6, 3407, 4, FS, V
474.7, 2641, 3, FS, V
474.7, 3411, 4, FS, V
474.7, 3668, 4, RS, III
474.8, 2634, 3, FS, V
474.8, 3725, 4, RS, III
474.9, 3405, 4, FS, V
475, 2646, 3, FS, V
475, 3426, 4, FS, V
475.1, 2639, 3, FS, V
475.1, 3332, 4, RS, V
475.1, 3413, 4, FS, V
475.1, 3416, 4, FS, V
475.1, 3429, 4, FS, V
475.2, 3403, 4, FS, V
475.3, 2656, 3, FS, V
475.3, 3149, 4, RS, VI
475.3, 3408, 4, FS, V
475.3, 3409, 4, FS, V
475.5, 3359, 4, RS, V
475.6, 2642, 3, FS, V
475.7, 2638, 3, FS, V
475.7, 2647, 3, FS, V
475.7, 2653, 3, FS, V
475.7, 3346, 4, RS, V
475.7, 3400, 4, FS, V
475.8, 3396, 4, FS, V
475.8, 3404, 4, FS, V
475.8, 3460, 4, IB, V
475.8, 3474, 4, IB, V
475.9, 1903, 2, FS, V
475.9, 3401, 4, FS, V
475.9, 3691, 4, RS, III
476, 2645, 3, FS, V
476, 2654, 3, FS, V
476, 3072, 4, RS, VI
476, 3139, 4, RS, VI
476, 3326, 4, RS, V
476, 3402, 4, FS, V
476, 3755, 4, RS, III
476.1, 1875, 2, FS, V
476.1, 3317, 4, RS, V
476.1, 3399, 4, FS, V
476.1, 3732, 4, RS, III
476.2, 3395, 4, FS, V
476.2, 3618, 4, RS, III
476.5, 2658, 3, FS, V
476.5, 3397, 4, FS, V
476.6, 3321, 4, RS, V
476.6, 3450, 4, IB, V
476.6, 3623, 4, RS, III
476.7, 2640, 3, FS, V
476.7, 2664, 3, FS, V
476.7, 3597, 4, RS, III
476.8, 3343, 4, RS, V
476.8, 3353, 4, RS, V
476.8, 3423, 4, FS, V
476.8, 3626, 4, RS, III
476.9, 3004, 3, FS, III
476.9, 3370, 4, RS, V
477, 3406, 4, FS, V
477.1, 3465, 4, IB, V
477.3, 2643, 3, FS, V
477.3, 3393, 4, FS, V
477.3, 3394, 4, FS, V
477.3, 3398, 4, FS, V
477.3, 3418, 4, FS, V
477.3, 3428, 4, FS, V
477.3, 3472, 4, IB, V
477.4, 2652, 3, FS, V
477.4, 2663, 3, FS, V
477.5, 3095, 4, RS, VI
477.5, 3333, 4, RS, V
477.5, 3377, 4, RS, V
477.5, 3424, 4, FS, V
477.6, 3410, 4, FS, V
477.6, 3414, 4, FS, V
477.6, 3417, 4, FS, V
477.6, 3469, 4, IB, V
477.6, 3758, 4, RS, III
477.7, 1572, 2, RS, VI
477.7, 2666, 3, FS, V
477.7, 3341, 4, RS, V
477.7, 3634, 4, RS, III
477.8, 2648, 3, FS, V
477.8, 2665, 3, FS, V
478, 2662, 3, FS, V
478.1, 3024, 3, FS, III
478.1, 3426, 4, FS, V
478.2, 2632, 3, FS, V
478.2, 2651, 3, FS, V
478.2, 3388, 4, RS, V
478.2, 3415, 4, FS, V
478.3, 1900, 2, FS, V
478.3, 3643, 4, RS, III
478.4, 3412, 4, FS, V
478.5, 2657, 3, FS, V
478.5, 3109, 4, RS, VI
478.5, 3352, 4, RS, V
478.6, 2647, 3, FS, V
478.6, 3422, 4, FS, V
478.7, 3320, 4, RS, V
478.7, 3389, 4, RS, V
478.9, 3231, 4, RS, VI
478.9, 3413, 4, FS, V
479, 2634, 3, FS, V
479.2, 2637, 3, FS, V
479.2, 3345, 4, RS, V
479.2, 3349, 4, RS, V
479.2, 3460, 4, IB, V
479.2, 3653, 4, RS, III
479.3, 3427, 4, FS, V
479.4, 2388, 3, RS, VI
479.4, 2653, 3, FS, V
479.4, 3371, 4, RS, V
479.5, 3419, 4, FS, V
479.5, 3456, 4, IB, V
479.5, 3681, 4, RS, III
479.5, 3713, 4, RS, III
479.7, 2535, 3, FS, VI
479.7, 3000, 3, RS, III
479.7, 3325, 4, RS, V
479.7, 3744, 4, RS, III
479.8, 3232, 4, RS, VI
479.9, 2655, 3, FS, V
479.9, 3019, 3, FS, III
479.9, 3319, 4, RS, V
480, 3397, 4, FS, V
480, 3420, 4, FS, V
480.1, 1882, 2, FS, V
480.1, 2667, 3, FS, V
480.2, 3033, 3, FS, III
480.3, 3362, 4, RS, V
480.3, 3425, 4, FS, V
480.4, 3376, 4, RS, V
480.4, 3404, 4, FS, V
480.4, 3794, 4, FS, III
480.5, 3714, 4, RS, III
480.6, 2909, 3, RS, III
480.6, 3409, 4, FS, V
480.6, 3784, 4, FS, III
480.7, 3401, 4, FS, V
480.7, 3406, 4, FS, V
480.7, 3742, 4, RS, III
480.8, 1886, 2, FS, V
480.8, 3395, 4, FS, V
480.9, 3186, 4, RS, VI
480.9, 3735, 4, RS, III
481, 3721, 4, RS, III
481.2, 3393, 4, FS, V
481.2, 3402, 4, FS, V
481.3, 3312, 4, LTS, VI
481.5, 3398, 4, FS, V
481.5, 3792, 4, FS, III
481.6, 3323, 4, RS, V
481.6, 3360, 4, RS, V
481.8, 2663, 3, FS, V
481.8, 3416, 4, FS, V
481.9, 2648, 3, FS, V
481.9, 3414, 4, FS, V
482, 3278, 4, RS, VI
482, 3766, 4, FS, III
482.3, 534, 0, LTS, IV
482.6, 2643, 3, FS, V
482.6, 3207, 4, RS, VI
482.6, 3327, 4, RS, V
482.6, 3403, 4, FS, V
482.7, 1879, 2, FS, V
482.7, 3664, 4, RS, III
482.8, 3426, 4, FS, V
482.8, 3611, 4, RS, III
482.9, 801, 1, RS, VI
483.1, 3642, 4, RS, III
483.2, 3413, 4, FS, V
483.2, 3417, 4, FS, V
483.2, 3648, 4, RS, III
483.4, 1788, 2, LTS, VI
483.5, 3428, 4, FS, V
483.5, 3737, 4, RS, III
483.6, 2652, 3, FS, V
483.6, 3324, 4, RS, V
483.7, 3600, 4, RS, III
483.7, 3769, 4, FS, III
483.8, 3412, 4, FS, V
483.9, 3411, 4, FS, V
483.9, 3694, 4, RS, III
483.9, 3789, 4, FS, III
484, 3406, 4, FS, V
484, 3410, 4, FS, V
484.1, 2642, 3, FS, V
484.1, 3615, 4, RS, III
484.1, 3764, 4, FS, III
484.1, 3778, 4, FS, III
484.2, 3767, 4, FS, III
484.4, 3708, 4, RS, III
484.5, 3422, 4, FS, V
484.5, 3424, 4, FS, V
484.6, 3238, 4, RS, VI
484.6, 3255, 4, RS, VI
484.6, 3779, 4, FS, III
484.8, 3393, 4, FS, V
485, 3401, 4, FS, V
485, 3762, 4, FS, III
485.2, 3397, 4, FS, V
485.2, 3669, 4, RS, III
485.5, 3679, 4, RS, III
485.5, 3763, 4, FS, III
485.6, 3394, 4, FS, V
485.6, 3788, 4, FS, III
485.7, 3780, 4, FS, III
485.8, 3395, 4, FS, V
486.1, 3777, 4, FS, III
486.2, 3415, 4, FS, V
486.3, 3774, 4, FS, III
486.4, 3407, 4, FS, V
486.6, 3245, 4, RS, VI
486.6, 3351, 4, RS, V
486.6, 3782, 4, FS, III
486.7, 1894, 2, FS, V
487.1, 3322, 4, RS, V
487.1, 3403, 4, FS, V
487.1, 3768, 4, FS, III
487.2, 3773, 4, FS, III
487.4, 3770, 4, FS, III
487.6, 3781, 4, FS, III
487.6, 3787, 4, FS, III
487.7, 3715, 4, RS, III
487.8, 3794, 4, FS, III
488, 763, 1, RS, VI
488.7, 1670, 2, RS, VI
489, 3368, 4, RS, V
489.2, 1164, 1, LTS, V
489.4, 3336, 4, RS, V
489.4, 3423, 4, FS, V
489.6, 3418, 4, FS, V
489.8, 3420, 4, FS, V
489.9, 3399, 4, FS, V
489.9, 3772, 4, FS, III
490.1, 1162, 1, LTS, V
490.8, 2819, 3, LTS, IV
490.8, 3361, 4, RS, V
491, 3398, 4, FS, V
491.2, 3357, 4, RS, V
491.7, 2059, 2, LTS, IV
492.1, 2275, 2, LTS, III
492.2, 3354, 4, RS, V
492.6, 3720, 4, RS, III
493.2, 921, 1, RS, VI
493.5, 3383, 4, RS, V
494.1, 2638, 3, FS, V
497.6, 1575, 2, RS, VI
497.6, 3384, 4, RS, V
498.2, 2548, 3, LTS, VI
498.3, 3373, 4, RS, V
